iter	Logloss
424	0.6068439296
425	0.606750399
426	0.6066550856
427	0.6065359494
428	0.6063929127
429	0.6062305263
430	0.6061739843
431	0.6059149696
432	0.6057649657
433	0.6055892765
434	0.6053903829
435	0.6052193666
436	0.6050641824
437	0.6049093481
438	0.6047919599
439	0.6045497032
440	0.6043141969
441	0.6041713611
442	0.6040060325
443	0.6038572324
444	0.6036297131
445	0.6034874317
446	0.6032553634
447	0.6030350458
448	0.6029623278
449	0.6027609295
450	0.6025615501
451	0.6024589836
452	0.6023819534
453	0.6022768014
454	0.6021090721
455	0.6019023471
456	0.6016573374
457	0.6015140762
458	0.6014270836
459	0.6011494983
460	0.6010118904
461	0.6008344604
462	0.6006444022
463	0.6004021283
464	0.6002899117
465	0.6001541674
466	0.5999985889
467	0.5998590768
468	0.5997008708
469	0.5994784228
470	0.5993194833
471	0.5992138017
472	0.5990947326
473	0.5990372795
474	0.5989015844
475	0.5986671354
476	0.5985745922
477	0.5984957928
478	0.5984251022
479	0.5982267922
480	0.598052746
481	0.5979402225
482	0.5978696525
483	0.5977805882
484	0.5975771089
485	0.5973524643
486	0.5972338727
487	0.5971530886
488	0.5969706331
489	0.5966059451
490	0.5964820902
491	0.5962737655
492	0.5961489275
493	0.595971165
494	0.5958796486
495	0.5958052206
496	0.595501906
497	0.5952421967
498	0.5948721579
499	0.5945630295
500	0.5944311546
501	0.5943339602
502	0.5942476746
503	0.5940484383
504	0.593926845
505	0.5937968798
506	0.5936281129
507	0.5934549757
508	0.5933752574
509	0.5931846109
510	0.5929945292
511	0.5928558549
512	0.5926961585
513	0.5925501502
514	0.5923361891
515	0.5920504745
516	0.5918108741
517	0.5916626679
518	0.5915153777
519	0.5913523202
520	0.5912359507
521	0.5910611043
522	0.5908488328
523	0.5906635183
524	0.590424224
525	0.5901387513
526	0.5900030776
527	0.5897828425
528	0.589695053
529	0.5895058719
530	0.5892604259
531	0.5890071029
532	0.5888648707
533	0.5887740959
534	0.5886574395
535	0.5884456242
536	0.5882797182
537	0.5880060858
538	0.5877792227
539	0.5875082574
540	0.5873099572
541	0.587142082
542	0.5868608072
543	0.5867198059
544	0.5864771612
545	0.586218102
546	0.5861153588
547	0.5859908077
548	0.5857078319
549	0.585477427
550	0.585386744
551	0.585080486
552	0.5849890332
553	0.5847604791
554	0.5845009265
555	0.5843084064
556	0.5840074785
557	0.5839239784
558	0.5837762177
559	0.5836280999
560	0.5834026494
561	0.5833416509
562	0.583258857
563	0.5831294315
564	0.5829970912
565	0.5828879605
566	0.582732629
567	0.5825743308
568	0.582333862
569	0.582199471
570	0.5820256428
571	0.5817819906
572	0.5816169635
573	0.5814609939
574	0.5812008607
575	0.5809862417
576	0.5807971051
577	0.5806168324
578	0.5804164429
579	0.5802683189
580	0.579931124
581	0.5797030238
582	0.5795484747
583	0.5793373439
584	0.5791738181
585	0.5789687427
586	0.5787034809
587	0.5784024555
588	0.5782410546
589	0.5781213275
590	0.577882376
591	0.5776962999
592	0.5774731575
593	0.5772489926
594	0.5770206931
595	0.5767847214
596	0.5765457948
597	0.5762472243
598	0.576029832
599	0.5759198936
600	0.5757817202
601	0.5756304603
602	0.5754462096
603	0.5752455901
604	0.5749408952
605	0.5748156522
606	0.574665667
607	0.5745809833
608	0.5742663508
609	0.5741915421
610	0.5739893981
611	0.5736316913
612	0.5734372415
613	0.5732724943
614	0.5730329758
615	0.5727790942
616	0.5726324726
617	0.5724221513
618	0.5722559619
619	0.571983409
620	0.5717717067
621	0.571629654
622	0.5713617812
623	0.5711551591
624	0.5709421196
625	0.570802738
626	0.5706274006
627	0.5704099848
628	0.5701489355
629	0.5700631616
630	0.5698404522
631	0.5696588043
632	0.5695622462
633	0.5693474755
634	0.5690665861
635	0.5688298845
636	0.5686312521
637	0.5682841511
638	0.5680926371
639	0.5678091452
640	0.5675915089
641	0.5672316135
642	0.5670097956
643	0.5668436754
644	0.5666556432
645	0.5664547709
646	0.5662307034
647	0.5660264692
648	0.5658179211
649	0.5656970158
650	0.5655456607
651	0.5653457328
652	0.5651576259
653	0.5650065905
654	0.5648540325
655	0.5646000113
656	0.5643603974
657	0.5641954262
658	0.5640362084
659	0.5638311242
660	0.5637166025
661	0.5635019714
662	0.5632424566
663	0.5629687855
664	0.5627831836
665	0.5625802165
666	0.5623585304
667	0.5620475066
668	0.5618480183
669	0.5616691935
670	0.5614264145
671	0.5612111254
672	0.5609656136
673	0.5608203599
674	0.5607016371
675	0.5605710993
676	0.5603855365
677	0.5602035391
678	0.559981528
679	0.5598385291
680	0.5597428804
681	0.559439566
682	0.5593379168
683	0.5591404094
684	0.5589347854
685	0.5586862111
686	0.5584979332
687	0.558286709
688	0.5582152543
689	0.557986983
690	0.5577709507
691	0.5576480741
692	0.5574198434
693	0.5573323413
694	0.5571622158
695	0.5570478854
696	0.5568175681
697	0.5566175431
698	0.5565393498
699	0.5563502076
700	0.5561691276
701	0.5560036381
702	0.5558621698
703	0.5555000164
704	0.5553195055
705	0.5551040922
706	0.5548791319
707	0.5546584626
708	0.554387683
709	0.5541941851
710	0.5540266576
711	0.5538282633
712	0.5536003074
713	0.5534092183
714	0.553174783
715	0.5530161151
716	0.552843185
717	0.5526842993
718	0.5524624584
719	0.5523115442
720	0.5520763802
721	0.5518447161
722	0.5516143916
723	0.551392806
724	0.5512550837
725	0.5510504688
726	0.5509460028
727	0.5507365658
728	0.5504176618
729	0.5502117437
730	0.550025577
731	0.5497961938
732	0.5496684833
733	0.5494719957
734	0.5492531711
735	0.54915088
736	0.5489932075
737	0.5488070298
738	0.5486489647
739	0.5484841508
740	0.5483630105
741	0.5481901733
742	0.5481423221
743	0.5479268735
744	0.5476628119
745	0.5474709484
746	0.5472941515
747	0.5470033887
748	0.5467933168
749	0.5465773058
750	0.5463525151
751	0.5461562838
752	0.5459517605
753	0.5458125272
754	0.5457032117
755	0.5455504376
756	0.5453389241
757	0.5450587256
758	0.5448628282
759	0.5445682845
760	0.5443920913
761	0.5442637286
762	0.5440503356
763	0.5439144439
764	0.5437993264
765	0.5435738652
766	0.5433515881
767	0.5431296491
768	0.5430369495
769	0.5428395269
770	0.5426767881
771	0.542405878
772	0.5421101933
773	0.5419199748
774	0.5417510392
775	0.5415220812
776	0.5413414045
777	0.5410812397
778	0.5409148358
779	0.5407545834
780	0.5405701006
781	0.540402621
782	0.5403245505
783	0.5400725795
784	0.5399659569
785	0.5397897411
786	0.539635157
787	0.5393940823
788	0.539243731
789	0.5390020524
790	0.5388969143
791	0.5387155143
792	0.538598151
793	0.5384486369
794	0.5383002951
795	0.538118176
796	0.5377878064
797	0.537612982
798	0.5374821811
799	0.5372573845
800	0.5370934347
801	0.5369563251
802	0.5368166686
803	0.5366542934
804	0.5364578319
805	0.5360973909
806	0.5359772959
807	0.5358186922
808	0.5356293544
809	0.5354213131
810	0.5353026479
811	0.5350448441
812	0.5348801195
813	0.5347597044
814	0.5345597152
815	0.5344811654
816	0.5342818417
817	0.5340487929
818	0.5338566662
819	0.5337009792
820	0.5334806544
821	0.5333977963
822	0.5332294189
823	0.533100145
824	0.5329455369
825	0.5328241122
826	0.5327301029
827	0.5325366968
828	0.5324392579
829	0.5323139389
830	0.5321182982
831	0.5320179227
832	0.5318425968
833	0.5317241807
834	0.5315215587
835	0.5313081093
836	0.5311247124
837	0.5309365971
838	0.530812422
839	0.530640536
840	0.5304690236
841	0.5302798548
842	0.5301647597
843	0.5298924622
844	0.5297077654
845	0.5294015331
846	0.5292201156
847	0.5290027773
848	0.5287615675
849	0.5286215108
850	0.528419303
851	0.5281894525
852	0.5280428081
853	0.5278546493
854	0.5276079318
855	0.5274513784
856	0.5272899107
857	0.5270922502
858	0.5269840768
859	0.5267913711
860	0.5265871355
861	0.5265013142
862	0.5263050925
863	0.5261525352
864	0.5260603139
865	0.5258995499
866	0.5256185699
867	0.5254203366
868	0.5252372056
869	0.5251308374
870	0.5249570478
871	0.5247858676
872	0.524664019
873	0.5244854764
874	0.5243985965
875	0.5242251743
876	0.5241513067
877	0.5239702642
878	0.5237768712
879	0.5235905895
880	0.5234303768
881	0.5232943477
882	0.523111774
883	0.5229178907
884	0.5227797971
885	0.5226279641
886	0.5224740422
887	0.522228177
888	0.5220207775
889	0.5218835759
890	0.5218045972
891	0.5216414646
892	0.5214772696
893	0.5213269681
894	0.5211935132
895	0.5210928109
896	0.5209763518
897	0.5207969794
898	0.5206329746
899	0.5203818845
900	0.5202253409
901	0.5200615207
902	0.5199303051
903	0.5197318878
904	0.5195467625
905	0.5193938259
906	0.5192018712
907	0.5190174035
908	0.5188799645
909	0.5187049766
910	0.51856333
911	0.5184954621
912	0.5183560449
913	0.5181435111
914	0.5179847825
915	0.5177555251
916	0.51764669
917	0.5175551411
918	0.5174325221
919	0.5172681752
920	0.517105327
921	0.5169906529
922	0.516877898
923	0.5167732697
924	0.51661369
925	0.5164708721
926	0.5163694884
927	0.5162090138
928	0.515954274
929	0.5158049058
930	0.5155737633
931	0.5154211664
932	0.5152849181
933	0.5151748159
934	0.5150097022
935	0.5149121052
936	0.514796791
937	0.5147016916
938	0.5145684881
939	0.5144716356
940	0.5143393183
941	0.5141506806
942	0.5139530301
943	0.5138469589
944	0.5136932715
945	0.5135028271
946	0.5133374214
947	0.5132255584
948	0.5131061939
949	0.512991281
950	0.5128829135
951	0.5127780473
952	0.512577925
953	0.5124751537
954	0.512345311
955	0.5121389219
956	0.5119958391
957	0.5117931843
958	0.5116512764
959	0.5114946111
960	0.5113272335
961	0.5111794132
962	0.5110590254
963	0.5109341845
964	0.5108022605
965	0.510658655
966	0.5105769308
967	0.5104424058
968	0.5102788145
969	0.51013861
970	0.5100030526
971	0.5099216069
972	0.5097676891
973	0.5095616518
974	0.5094744561
975	0.5092336758
976	0.5091159113
977	0.5089179474
978	0.5088488465
979	0.5086753744
980	0.5085952898
981	0.5084231275
982	0.5083080082
983	0.5080993453
984	0.5079651416
985	0.507854787
986	0.5076964758
987	0.5075325927
988	0.5073867804
989	0.5072597913
990	0.507133506
991	0.5069579329
992	0.5068248564
993	0.5066181438
994	0.5064949733
995	0.5063811736
996	0.506152799
997	0.5060742349
998	0.5059431656
999	0.5057466701
